Year_and_month,Industry,Salary
2009-09-01,Information_and_communication,52871
2009-10-01,Information_and_communication,54527
2009-11-01,Information_and_communication,51753
2009-12-01,Information_and_communication,56868
2010-01-01,Information_and_communication,64805
2010-02-01,Information_and_communication,119061
2010-03-01,Information_and_communication,54506
2010-04-01,Information_and_communication,55357
2010-05-01,Information_and_communication,80101
2010-06-01,Information_and_communication,56683
2010-07-01,Information_and_communication,64347
2010-08-01,Information_and_communication,52769
2010-09-01,Information_and_communication,58062
2010-10-01,Information_and_communication,53457
2010-11-01,Information_and_communication,53412
2010-12-01,Information_and_communication,59283
2011-01-01,Information_and_communication,134339
2011-02-01,Information_and_communication,58031
2011-03-01,Information_and_communication,54155
2011-04-01,Information_and_communication,62297
2011-05-01,Information_and_communication,77999
2011-06-01,Information_and_communication,57731
2011-07-01,Information_and_communication,67342
2011-08-01,Information_and_communication,54200
2011-09-01,Information_and_communication,60076
2011-10-01,Information_and_communication,53607
2011-11-01,Information_and_communication,54072
2011-12-01,Information_and_communication,62850
2012-01-01,Information_and_communication,137932
2012-02-01,Information_and_communication,55033
2012-03-01,Information_and_communication,54387
2012-04-01,Information_and_communication,62817
2012-05-01,Information_and_communication,76140
2012-06-01,Information_and_communication,58675
2012-07-01,Information_and_communication,69635
2012-08-01,Information_and_communication,54729
2012-09-01,Information_and_communication,59764
2012-10-01,Information_and_communication,54337
2012-11-01,Information_and_communication,54695
2012-12-01,Information_and_communication,67057
2013-01-01,Information_and_communication,80057
2013-02-01,Information_and_communication,105172
2013-03-01,Information_and_communication,55245
2013-04-01,Information_and_communication,64849
2013-05-01,Information_and_communication,66676
2013-06-01,Information_and_communication,59627
2013-07-01,Information_and_communication,67341
2013-08-01,Information_and_communication,56287
2013-09-01,Information_and_communication,60428
2013-10-01,Information_and_communication,55367
2013-11-01,Information_and_communication,55682
2013-12-01,Information_and_communication,60927
2014-01-01,Information_and_communication,141147
2014-02-01,Information_and_communication,55807
2014-03-01,Information_and_communication,56058
2014-04-01,Information_and_communication,64483
2014-05-01,Information_and_communication,70367
2014-06-01,Information_and_communication,54877
2014-07-01,Information_and_communication,66950
2014-08-01,Information_and_communication,56545
2014-09-01,Information_and_communication,58906
2014-10-01,Information_and_communication,55507
2014-11-01,Information_and_communication,55834
2014-12-01,Information_and_communication,61205
2015-01-01,Information_and_communication,67206
2015-02-01,Information_and_communication,130694
2015-03-01,Information_and_communication,57543
2015-04-01,Information_and_communication,62871
2015-05-01,Information_and_communication,66295
2015-06-01,Information_and_communication,60162
2015-07-01,Information_and_communication,67052
2015-08-01,Information_and_communication,56014
2015-09-01,Information_and_communication,59979
2015-10-01,Information_and_communication,56183
2015-11-01,Information_and_communication,55548
2015-12-01,Information_and_communication,61398
2016-01-01,Information_and_communication,121613
2016-02-01,Information_and_communication,73152
2016-03-01,Information_and_communication,57056
2016-04-01,Information_and_communication,63912
2016-05-01,Information_and_communication,72761
2016-06-01,Information_and_communication,59940
2016-07-01,Information_and_communication,70057
2016-08-01,Information_and_communication,57746
2016-09-01,Information_and_communication,61270
2016-10-01,Information_and_communication,57164
2016-11-01,Information_and_communication,58278
2016-12-01,Information_and_communication,61234
2017-01-01,Information_and_communication,137723
2017-02-01,Information_and_communication,64797
2017-03-01,Information_and_communication,59701
2017-04-01,Information_and_communication,67023
2017-05-01,Information_and_communication,71285
2017-06-01,Information_and_communication,58419
2017-07-01,Information_and_communication,69383
2017-08-01,Information_and_communication,58917
2017-09-01,Information_and_communication,62104
2017-10-01,Information_and_communication,59287
2017-11-01,Information_and_communication,59057
2017-12-01,Information_and_communication,63091
2018-01-01,Information_and_communication,76262
2018-02-01,Information_and_communication,122749
2018-03-01,Information_and_communication,61130
2018-04-01,Information_and_communication,66062
2018-05-01,Information_and_communication,68384
2018-06-01,Information_and_communication,63674
2018-07-01,Information_and_communication,70926
2018-08-01,Information_and_communication,61179
2018-09-01,Information_and_communication,63869
2018-10-01,Information_and_communication,60345
2018-11-01,Information_and_communication,60454
2018-12-01,Information_and_communication,64345
2019-01-01,Information_and_communication,144047
2019-02-01,Information_and_communication,68154
2019-03-01,Information_and_communication,61271
2019-04-01,Information_and_communication,67897
2019-05-01,Information_and_communication,66496
2019-06-01,Information_and_communication,63884
2019-07-01,Information_and_communication,72231
2019-08-01,Information_and_communication,63075
2019-09-01,Information_and_communication,65358
2019-10-01,Information_and_communication,62955
2019-11-01,Information_and_communication,62809
2019-12-01,Information_and_communication,68782
2020-01-01,Information_and_communication,148220
2020-02-01,Information_and_communication,65312
2020-03-01,Information_and_communication,65394
2020-04-01,Information_and_communication,68916
2020-05-01,Information_and_communication,71001
2020-06-01,Information_and_communication,67394
2020-07-01,Information_and_communication,72569
1980-01-01,Financial_and_insurance_activities,11551
1980-02-01,Financial_and_insurance_activities,14825
1980-03-01,Financial_and_insurance_activities,13154
1980-04-01,Financial_and_insurance_activities,12834
1980-05-01,Financial_and_insurance_activities,12042
1980-06-01,Financial_and_insurance_activities,13286
1980-07-01,Financial_and_insurance_activities,13750
1980-08-01,Financial_and_insurance_activities,14141
1980-09-01,Financial_and_insurance_activities,14601
1980-10-01,Financial_and_insurance_activities,13972
1980-11-01,Financial_and_insurance_activities,14809
1980-12-01,Financial_and_insurance_activities,19903
1981-01-01,Financial_and_insurance_activities,20507
1981-02-01,Financial_and_insurance_activities,16161
1981-03-01,Financial_and_insurance_activities,15312
1981-04-01,Financial_and_insurance_activities,15122
1981-05-01,Financial_and_insurance_activities,15553
1981-06-01,Financial_and_insurance_activities,16648
1981-07-01,Financial_and_insurance_activities,17199
1981-08-01,Financial_and_insurance_activities,17211
1981-09-01,Financial_and_insurance_activities,18018
1981-10-01,Financial_and_insurance_activities,17010
1981-11-01,Financial_and_insurance_activities,17331
1981-12-01,Financial_and_insurance_activities,23348
1982-01-01,Financial_and_insurance_activities,21565
1982-02-01,Financial_and_insurance_activities,18598
1982-03-01,Financial_and_insurance_activities,17768
1982-04-01,Financial_and_insurance_activities,17965
1982-05-01,Financial_and_insurance_activities,17474
1982-06-01,Financial_and_insurance_activities,20126
1982-07-01,Financial_and_insurance_activities,18427
1982-08-01,Financial_and_insurance_activities,18321
1982-09-01,Financial_and_insurance_activities,20338
1982-10-01,Financial_and_insurance_activities,18604
1982-11-01,Financial_and_insurance_activities,17449
1982-12-01,Financial_and_insurance_activities,24415
1983-01-01,Financial_and_insurance_activities,18960
1983-02-01,Financial_and_insurance_activities,20009
1983-03-01,Financial_and_insurance_activities,18551
1983-04-01,Financial_and_insurance_activities,17737
1983-05-01,Financial_and_insurance_activities,17598
1983-06-01,Financial_and_insurance_activities,20837
1983-07-01,Financial_and_insurance_activities,18316
1983-08-01,Financial_and_insurance_activities,18517
1983-09-01,Financial_and_insurance_activities,19949
1983-10-01,Financial_and_insurance_activities,18173
1983-11-01,Financial_and_insurance_activities,18061
1983-12-01,Financial_and_insurance_activities,22641
1984-01-01,Financial_and_insurance_activities,23747
1984-02-01,Financial_and_insurance_activities,20006
1984-03-01,Financial_and_insurance_activities,19404
1984-04-01,Financial_and_insurance_activities,20358
1984-05-01,Financial_and_insurance_activities,20533
1984-06-01,Financial_and_insurance_activities,21301
1984-07-01,Financial_and_insurance_activities,21417
1984-08-01,Financial_and_insurance_activities,21488
1984-09-01,Financial_and_insurance_activities,23164
1984-10-01,Financial_and_insurance_activities,21270
1984-11-01,Financial_and_insurance_activities,20770
1984-12-01,Financial_and_insurance_activities,24394
1985-01-01,Financial_and_insurance_activities,22765
1985-02-01,Financial_and_insurance_activities,24827
1985-03-01,Financial_and_insurance_activities,22647
1985-04-01,Financial_and_insurance_activities,21255
1985-05-01,Financial_and_insurance_activities,21455
1985-06-01,Financial_and_insurance_activities,25018
1985-07-01,Financial_and_insurance_activities,22713
1985-08-01,Financial_and_insurance_activities,21936
1985-09-01,Financial_and_insurance_activities,24884
1985-10-01,Financial_and_insurance_activities,22140
1985-11-01,Financial_and_insurance_activities,21851
1985-12-01,Financial_and_insurance_activities,27406
1986-01-01,Financial_and_insurance_activities,24577
1986-02-01,Financial_and_insurance_activities,25175
1986-03-01,Financial_and_insurance_activities,24732
1986-04-01,Financial_and_insurance_activities,23432
1986-05-01,Financial_and_insurance_activities,22219
1986-06-01,Financial_and_insurance_activities,25647
1986-07-01,Financial_and_insurance_activities,23339
1986-08-01,Financial_and_insurance_activities,24358
1986-09-01,Financial_and_insurance_activities,25125
